id,title,organization,sector,location,skills,duration,stipend,type,mode
332,Solar Projects Intern,NextGen Logistics,Renewable Energy,Thiruvananthapuram,AutoCAD|JavaScript|Power BI|React|Research|SEO|SolidWorks,3 months,12000,Private,Online
333,Software Intern,SecureNet Systems,IT,Chennai,C|Digital Marketing|Linux|R|React,3 months,11500,Govt,Hybrid
334,Business Intelligence Intern,DataPulse Analytics,Data Analytics,Indore,C|Excel|R|SQL|SolidWorks,3 months,5500,NGO,Offline
335,Travel Operations Intern,EduBridge Alliance,Tourism,Kochi,AutoCAD|Content Writing|Digital Marketing|Excel|JavaScript|Python|SEO,3 months,12500,Private,Online
336,GIS Mapping Intern,AgriNova Collective,GIS,Remote,ArcGIS|AutoCAD|C++|Excel|Figma|SQL|UI/UX,2 months,14000,NGO,Online
337,IT Support Intern,Spectrum Media House,IT,Remote,C|CSS|Networking|React|UI/UX,2 months,5000,NGO,Offline
338,Social Media Intern,FutureWave Tech,Media,Raipur,ArcGIS|CSS|Canva|Content Writing|Java|SEO|SolidWorks|UI/UX,2 months,3000,Startup,Hybrid
339,Operations Intern,AgriNova Collective,Logistics,Noida,HTML|Illustrator|Power BI|React|SQL,1 month,4500,Govt,Hybrid
340,Operations Intern,NextGen Logistics,Logistics,Bhopal,ArcGIS|Excel|Illustrator|Linux|Power BI|React|SQL,1 month,8000,Private,Online
341,Agri Research Intern,BrightPath Designs,Agriculture,Jaipur,C++|Data Entry|Java|Python|R|SQL|SolidWorks,2 months,13500,PSU,Online
342,Legal Research Intern,TourEase Travels,Law,Ranchi,Content Writing|JavaScript|Python|SPSS,1 month,12500,PSU,Offline
343,Learning Design Intern,GreenGrowth Initiatives,Education,Remote,Content Writing|Data Entry|Excel|Python|React|Research|SEO|Tableau,1 month,12500,Govt,Online
344,Solar Projects Intern,PolicyWorks India,Renewable Energy,Kolkata,AutoCAD|C|Content Writing|Excel|GST|HTML|Research|SQL|SolidWorks,3 months,7000,NGO,Online
345,Investment Research Intern,Skyline Innovations,Finance,Remote,Content Writing|Digital Marketing|Excel|Illustrator|React|Tally|Typing,2 months,11000,NGO,Hybrid
346,Healthcare Data Intern,GreenGrowth Initiatives,Healthcare,Kochi,CSS|JavaScript|Research|SQL|Tableau|Tally,1 month,6000,NGO,Offline
347,Spatial Data Intern,Innovate Labs,GIS,Guwahati,ArcGIS|C++|Excel|Illustrator|Power BI|QGIS|UI/UX,3 months,14500,Govt,Hybrid
348,Tour Planning Intern,MapCraft GIS,Tourism,Bhopal,Content Writing|Digital Marketing|Excel|Figma|Java|SEO|Typing,2 months,8500,Govt,Offline
349,Business Intelligence Intern,Innovate Labs,Data Analytics,Remote,ArcGIS|CSS|Figma|Tableau,1 month,9000,NGO,Offline
350,Full Stack Intern,EcoVision Energy,IT,Chennai,ArcGIS|CSS|Data Entry|Java|Linux|Tableau|UI/UX,3 months,5000,Startup,Offline
351,Agri Research Intern,LexGuard Associates,Agriculture,Nagpur,ArcGIS|CSS|R|SPSS|Tally,2 months,12500,Startup,Offline
352,Data Analyst Intern,NextGen Logistics,Data Analytics,Mumbai,AutoCAD|Digital Marketing|Excel|HTML|Networking|React|Tableau,3 months,11500,PSU,Online
353,Compliance Intern,TourEase Travels,Law,Surat,Illustrator|Power BI|React|Research,1 month,8500,NGO,Hybrid
354,Compliance Intern,AgriNova Collective,Law,Mumbai,C++|Canva|Content Writing|React|Research,2 months,8500,NGO,Online
355,Business Intelligence Intern,EcoVision Energy,Data Analytics,Chennai,Figma|Illustrator|Python|R|Tableau|UI/UX,3 months,8000,Govt,Offline
356,Governance Analyst Intern,NextGen Logistics,Public Policy,Kolkata,ArcGIS|Excel|QGIS|UI/UX,1 month,11000,Private,Offline
357,Security Analyst Intern,LexGuard Associates,Cybersecurity,Ahmedabad,Content Writing|Linux|Networking|Python|SEO|SQL,3 months,11000,NGO,Online
358,Full Stack Intern,AgriNova Collective,IT,Kolkata,C|CSS|Excel|HTML|Java|JavaScript|Python|Tally,1 month,15000,PSU,Hybrid
359,Spatial Data Intern,UrbanRise Solutions,GIS,Surat,ArcGIS|Excel|GST|Illustrator|Python|SQL,3 months,6000,Private,Offline
360,Academic Research Intern,EduBridge Alliance,Education,Bhopal,C++|CSS|Content Writing|Research|SEO|SPSS,2 months,10500,NGO,Hybrid
361,Finance Analyst Intern,PolicyWorks India,Finance,Gurugram,ArcGIS|HTML|JavaScript|QGIS|R|SPSS|Tally,2 months,14000,PSU,Offline
362,Business Intelligence Intern,Spectrum Media House,Data Analytics,Nagpur,C++|CSS|Excel|HTML|Illustrator|Power BI|Python|SQL,2 months,3500,Govt,Hybrid
363,Compliance Intern,BrightPath Designs,Law,Hyderabad,AutoCAD|CSS|Digital Marketing|Java|Networking|Research,1 month,12000,Startup,Online
364,Solar Projects Intern,DataPulse Analytics,Renewable Energy,Delhi,ArcGIS|AutoCAD|Canva|Excel|Python|Tableau|Tally,2 months,12500,NGO,Online
365,Solar Projects Intern,Skyline Innovations,Renewable Energy,Kochi,ArcGIS|AutoCAD|Data Entry|Digital Marketing|Excel|Java|Python|Research,6 months,10500,NGO,Online
366,Legal Research Intern,LexGuard Associates,Law,Kolkata,C|Content Writing|GST|JavaScript|R,6 months,13000,Govt,Offline
367,Clinical Research Intern,SecureNet Systems,Healthcare,Hyderabad,AutoCAD|Excel|SPSS|SolidWorks|Tableau,6 months,12000,Private,Online
368,Legal Research Intern,DataPulse Analytics,Law,Visakhapatnam,Content Writing|Linux|Networking|Python|Research,1 month,4500,Startup,Hybrid
369,Supply Chain Intern,Innovate Labs,Logistics,Ranchi,ArcGIS|C++|Excel|JavaScript,6 months,4500,PSU,Offline
370,IT Support Intern,TourEase Travels,IT,Pune,CSS|Canva|Linux|Python,1 month,8000,PSU,Hybrid
371,Operations Intern,MapCraft GIS,Logistics,Bengaluru,Figma|GST|HTML|Java|Linux|Power BI|SQL|Tableau,3 months,5000,Startup,Online
372,Clinical Research Intern,SecureNet Systems,Healthcare,Indore,ArcGIS|Excel|Research|SPSS|SolidWorks,2 months,5500,PSU,Hybrid
373,Digital Governance Intern,CivicLink Foundation,E-Governance,Kochi,C|Canva|Excel|JavaScript|Python|Research|SolidWorks|Typing,1 month,10500,Startup,Offline
374,Business Intelligence Intern,GreenGrowth Initiatives,Data Analytics,Mumbai,C|Canva|Excel|JavaScript|R|SolidWorks|Tableau,2 months,5000,NGO,Online
375,Data Analyst Intern,NextGen Logistics,Data Analytics,Bengaluru,C|Excel|HTML|Power BI|R|React|Tally,3 months,14500,Private,Hybrid
376,Legal Research Intern,HealthSphere Analytics,Law,Indore,Content Writing|GST|Illustrator|SQL|Typing,1 month,13500,Private,Hybrid
377,Spatial Data Intern,AgriNova Collective,GIS,Raipur,Content Writing|GST|Illustrator|Photoshop|QGIS|SolidWorks,6 months,15000,Govt,Offline
378,Finance Analyst Intern,MapCraft GIS,Finance,Mysuru,AutoCAD|Excel|Illustrator|Python|SQL,3 months,15000,Private,Online
379,Healthcare Data Intern,SecureNet Systems,Healthcare,Remote,C++|Excel|Linux|Research|SEO|SPSS|Typing,6 months,6000,Startup,Online
380,IT Support Intern,PolicyWorks India,IT,Guwahati,Figma|GST|Illustrator|Networking|Python|QGIS|SQL,1 month,4000,Startup,Hybrid
381,Agri Research Intern,BrightPath Designs,Agriculture,Ahmedabad,Data Entry|Excel|Figma|Illustrator|JavaScript|Power BI|Research,2 months,8500,PSU,Hybrid
382,Clinical Research Intern,HealthSphere Analytics,Healthcare,Chennai,C|Excel|Illustrator|Python|SPSS,6 months,15000,Startup,Hybrid
383,Sustainability Intern,NextGen Logistics,Renewable Energy,Lucknow,AutoCAD|Content Writing|Excel|HTML|Photoshop|SQL,6 months,9500,Startup,Offline
384,Healthcare Data Intern,Spectrum Media House,Healthcare,Gurugram,AutoCAD|Python|R|Research|SPSS|Tally|UI/UX,2 months,5500,Govt,Hybrid
385,Social Media Intern,HealthSphere Analytics,Media,Jaipur,ArcGIS|C++|Canva|Content Writing|SolidWorks|UI/UX,2 months,12500,NGO,Offline
386,Sustainability Intern,FutureWave Tech,Renewable Energy,Chennai,Excel|Figma|React|SolidWorks,1 month,9500,NGO,Offline
387,Academic Research Intern,Skyline Innovations,Education,Hyderabad,AutoCAD|Canva|Content Writing|Excel|Photoshop|Research|SPSS,1 month,10500,NGO,Hybrid
388,Sustainability Intern,Innovate Labs,Renewable Energy,Noida,AutoCAD|Content Writing|Excel|Networking|Research|Tally,1 month,9500,Startup,Hybrid
389,Governance Analyst Intern,UrbanRise Solutions,Public Policy,Visakhapatnam,C|Content Writing|Excel|Figma|Networking|Power BI|Research|Tableau,2 months,3500,Startup,Hybrid
390,Academic Research Intern,Spectrum Media House,Education,Chennai,AutoCAD|Canva|Excel|Python|R|SQL|Typing,1 month,8500,PSU,Hybrid
391,Content Strategist Intern,PolicyWorks India,Media,Pune,Content Writing|GST|Python|SEO|UI/UX,3 months,6000,NGO,Hybrid
392,Policy Research Intern,CivicLink Foundation,Public Policy,Jaipur,Content Writing|Excel|Networking|Power BI|SolidWorks|Typing,3 months,4000,PSU,Offline
393,Content Strategist Intern,Innovate Labs,Media,Patna,AutoCAD|Canva|Content Writing|HTML|Python|SEO|Tableau|Typing,3 months,6000,Govt,Hybrid
394,Civic Tech Intern,BrightPath Designs,E-Governance,Guwahati,Excel|HTML|Python|Tally,3 months,12000,NGO,Online
395,Data Analyst Intern,TourEase Travels,Data Analytics,Delhi,CSS|Figma|Python|R|SEO|Tableau|Typing,3 months,4500,Private,Offline
396,Graphic Design Intern,Spectrum Media House,Design,Surat,Content Writing|Data Entry|Figma|Java|Photoshop|SolidWorks,2 months,5500,Private,Hybrid
397,Digital Governance Intern,Skyline Innovations,E-Governance,Remote,C|CSS|Data Entry|Excel|JavaScript|Python|React|Research|SolidWorks,3 months,13500,Govt,Hybrid
398,Business Intelligence Intern,Skyline Innovations,Data Analytics,Visakhapatnam,C|C++|Excel|Java|Networking|Photoshop|Typing,1 month,8000,PSU,Offline
399,Digital Governance Intern,LexGuard Associates,E-Governance,Chandigarh,Excel|Java|Photoshop|R|SQL,2 months,6000,NGO,Hybrid
400,Digital Governance Intern,PolicyWorks India,E-Governance,Thiruvananthapuram,Content Writing|Figma|Python,1 month,14000,PSU,Offline
401,Cyber Risk Intern,LexGuard Associates,Cybersecurity,Hyderabad,AutoCAD|Canva|Java|Linux|Networking|Python|React|Tally,6 months,3000,Govt,Online
402,Full Stack Intern,NextGen Logistics,IT,Ahmedabad,ArcGIS|HTML|QGIS|React|SQL,1 month,7000,PSU,Online
403,Agri Research Intern,EduBridge Alliance,Agriculture,Noida,Excel|HTML|Linux|Python|SPSS|Tally,2 months,13500,Private,Offline
404,Sustainability Intern,GreenGrowth Initiatives,Renewable Energy,Ranchi,AutoCAD|Excel|GST|Java|QGIS|React|Research|SQL|Tableau,2 months,3500,Private,Online
405,Finance Analyst Intern,GreenGrowth Initiatives,Finance,Mysuru,C|CSS|Excel|GST|Power BI|SQL|SolidWorks,6 months,9000,PSU,Online
406,Security Analyst Intern,GreenGrowth Initiatives,Cybersecurity,Hyderabad,Excel|HTML|Networking|Typing,3 months,12000,Govt,Offline
407,Digital Governance Intern,BrightPath Designs,E-Governance,Lucknow,Content Writing|Linux|SQL|Typing,6 months,3000,NGO,Offline
408,Spatial Data Intern,BrightPath Designs,GIS,Patna,ArcGIS|C|Canva|Excel|Figma|Photoshop|QGIS,1 month,14000,Govt,Hybrid
409,Tour Planning Intern,Spectrum Media House,Tourism,Raipur,Content Writing|Digital Marketing|GST|Linux|React,6 months,3000,NGO,Online
410,Software Intern,SecureNet Systems,IT,Chandigarh,ArcGIS|HTML|Illustrator|JavaScript|Photoshop|QGIS|React|SQL,3 months,7000,PSU,Offline
411,Legal Research Intern,PolicyWorks India,Law,Bengaluru,Content Writing|Networking|Photoshop|React|Research,2 months,4500,PSU,Online
412,Investment Research Intern,Spectrum Media House,Finance,Guwahati,AutoCAD|CSS|Excel|Figma|GST|Python|QGIS|Research|SEO,2 months,11000,Govt,Online
413,Governance Analyst Intern,Innovate Labs,Public Policy,Remote,ArcGIS|Content Writing|Excel|QGIS|Research|UI/UX,6 months,12500,NGO,Offline
414,Full Stack Intern,TourEase Travels,IT,Ranchi,Canva|Data Entry|GST|HTML|Linux|Research|SQL,6 months,6500,NGO,Online
415,Learning Design Intern,CivicLink Foundation,Education,Raipur,C++|CSS|Content Writing|HTML|QGIS|Research|Tableau,3 months,8000,NGO,Hybrid
416,Cyber Risk Intern,GreenGrowth Initiatives,Cybersecurity,Delhi,C++|GST|Linux|Python|SEO|UI/UX,6 months,5000,Private,Hybrid
417,Business Intelligence Intern,LexGuard Associates,Data Analytics,Noida,HTML|Illustrator|JavaScript|Power BI|Python|SQL|UI/UX,1 month,7000,Govt,Offline
418,IT Support Intern,GreenGrowth Initiatives,IT,Kolkata,AutoCAD|C|CSS|GST|HTML|Linux|SEO,1 month,5500,PSU,Online
419,Business Intelligence Intern,EcoVision Energy,Data Analytics,Bhopal,Data Entry|Illustrator|Java|JavaScript|Python|R,3 months,7500,NGO,Offline
420,Investment Research Intern,EcoVision Energy,Finance,Chennai,ArcGIS|Content Writing|Excel|Figma|GST|HTML|Python,6 months,14000,PSU,Online
421,Civic Tech Intern,GreenGrowth Initiatives,E-Governance,Pune,Excel|HTML|Networking|Research|SQL|Tally,6 months,5000,Private,Hybrid
422,Content Strategist Intern (2),DataPulse Analytics,Media,Thiruvananthapuram,AutoCAD|Digital Marketing|Java|Photoshop|Python|SEO,2 months,8500,Startup,Hybrid
423,Sustainability Intern,HealthSphere Analytics,Renewable Energy,Guwahati,AutoCAD|CSS|Canva|Excel|Photoshop|Research|Tally|UI/UX,6 months,7000,Govt,Online
424,Solar Projects Intern,BrightPath Designs,Renewable Energy,Gurugram,Excel|Figma|Power BI|QGIS|Research,2 months,11500,NGO,Hybrid
425,Compliance Intern (2),Innovate Labs,Law,Raipur,CSS|Content Writing|QGIS|Research|SEO,1 month,6000,NGO,Offline
426,Social Media Intern,Insight Finance Group,Media,Ranchi,C++|Content Writing|Figma|HTML|Networking|Research|SEO,6 months,4000,NGO,Hybrid
427,Tour Planning Intern,EduBridge Alliance,Tourism,Indore,Canva|Content Writing|Excel|Figma|Java|JavaScript|Python,1 month,9000,PSU,Online
428,Product Design Intern,UrbanRise Solutions,Design,Ahmedabad,Canva|Figma|JavaScript|Networking|SEO|SQL|Typing,3 months,5000,Private,Offline
429,Spatial Data Intern,Innovate Labs,GIS,Kochi,Content Writing|Digital Marketing|Excel|GST|Python|QGIS|Tableau|UI/UX,3 months,7500,Startup,Online
430,Cyber Risk Intern,BrightPath Designs,Cybersecurity,Chandigarh,C++|Content Writing|Linux|Networking|Python|SQL,6 months,8000,Startup,Offline
431,Compliance Intern,NextGen Logistics,Law,Ahmedabad,Photoshop|Research|SEO|Typing,6 months,12500,Startup,Online
432,GIS Mapping Intern,DataPulse Analytics,GIS,Ahmedabad,ArcGIS|Excel|QGIS|R|SPSS|SolidWorks|Tally|UI/UX,2 months,6000,Govt,Hybrid
433,Business Intelligence Intern,HealthSphere Analytics,Data Analytics,Visakhapatnam,CSS|Power BI|Python|QGIS|Research|Tally,6 months,3000,NGO,Hybrid
434,Travel Operations Intern,DataPulse Analytics,Tourism,Guwahati,Digital Marketing|Excel|R|SEO,3 months,12500,PSU,Offline
435,Software Intern,EcoVision Energy,IT,Guwahati,C|CSS|Digital Marketing|Linux|Networking|React,2 months,12500,Govt,Online
436,Governance Analyst Intern,Insight Finance Group,Public Policy,Raipur,AutoCAD|CSS|Content Writing|JavaScript,1 month,6000,Private,Hybrid
437,Business Intelligence Intern,NextGen Logistics,Data Analytics,Pune,GST|HTML|R|SQL|SolidWorks,1 month,7000,NGO,Hybrid
438,Software Intern,Innovate Labs,IT,Raipur,CSS|Digital Marketing|Figma|JavaScript|Linux|R,3 months,7500,Private,Online
439,Governance Analyst Intern,UrbanRise Solutions,Public Policy,Chandigarh,Content Writing|Excel|Linux|Research|Tally|UI/UX,3 months,14000,NGO,Hybrid
440,Graphic Design Intern,DataPulse Analytics,Design,Mysuru,HTML|Illustrator|R|SPSS|Tally|UI/UX,1 month,10500,PSU,Offline
441,Learning Design Intern,Spectrum Media House,Education,Indore,AutoCAD|Content Writing|Data Entry|Excel|QGIS|R|Research|SolidWorks,1 month,10500,Govt,Offline
442,Learning Design Intern,UrbanRise Solutions,Education,Gurugram,ArcGIS|Content Writing|Excel|Figma|Linux|QGIS|R|Research,3 months,13000,NGO,Online
443,Legal Research Intern,LexGuard Associates,Law,Bhopal,Figma|Java|JavaScript|Research|SPSS,3 months,13000,NGO,Offline
444,Product Design Intern,EduBridge Alliance,Design,Thiruvananthapuram,C|Canva|Figma|HTML|Tally,6 months,13000,PSU,Hybrid
445,Content Strategist Intern,AgriNova Collective,Media,Remote,C|C++|Data Entry|Python|Research|SEO|UI/UX,3 months,9500,Startup,Online
446,Data Analyst Intern,MapCraft GIS,Data Analytics,Bengaluru,Data Entry|Illustrator|JavaScript|R|React|Research|SQL,3 months,10000,NGO,Offline
447,Supply Chain Intern,CivicLink Foundation,Logistics,Hyderabad,Data Entry|Excel|Figma|Linux|Power BI|SQL,6 months,8500,Startup,Hybrid
448,Learning Design Intern,HealthSphere Analytics,Education,Gurugram,Figma|Power BI|Research|SQL|Tableau|Tally,6 months,7500,NGO,Hybrid
449,Investment Research Intern,NextGen Logistics,Finance,Mysuru,ArcGIS|CSS|Canva|Excel|JavaScript|Power BI|SPSS|SQL,1 month,15000,Private,Offline
450,Supply Chain Intern,DataPulse Analytics,Logistics,Patna,GST|JavaScript|Power BI|SEO|SQL|Typing,2 months,9000,Private,Online
451,Healthcare Data Intern,BrightPath Designs,Healthcare,Visakhapatnam,AutoCAD|CSS|Excel|HTML|Photoshop|Python|QGIS|SPSS|SQL,1 month,11000,Private,Offline
452,Investment Research Intern,HealthSphere Analytics,Finance,Chennai,Data Entry|GST|JavaScript|Power BI|QGIS|UI/UX,3 months,5500,NGO,Online
453,Graphic Design Intern,BrightPath Designs,Design,Ahmedabad,Illustrator|Photoshop|R|Research|SQL,1 month,9000,Govt,Hybrid
454,Sustainability Intern,CivicLink Foundation,Renewable Energy,Kolkata,AutoCAD|Excel|Figma|Research|SQL|Tableau,2 months,8000,NGO,Hybrid
455,Healthcare Data Intern,LexGuard Associates,Healthcare,Delhi,CSS|Excel|Networking|Power BI|Research|SPSS,2 months,5000,NGO,Hybrid
456,Compliance Intern,MapCraft GIS,Law,Jaipur,AutoCAD|Content Writing|Excel|QGIS|React|Research|UI/UX,6 months,14000,Private,Hybrid
457,Finance Analyst Intern,LexGuard Associates,Finance,Visakhapatnam,GST|JavaScript|React|SEO|Tableau|Typing,3 months,7500,Govt,Offline
458,Travel Operations Intern,GreenGrowth Initiatives,Tourism,Noida,Digital Marketing|Excel|Figma|Photoshop|QGIS|R,2 months,14000,NGO,Online
459,Social Media Intern (2),Insight Finance Group,Media,Ranchi,Content Writing|Digital Marketing|GST|Research|SEO|UI/UX,3 months,9000,Private,Online
460,Clinical Research Intern,CivicLink Foundation,Healthcare,Bhopal,C++|Canva|Linux|Python|Research|SPSS,3 months,7000,PSU,Offline
461,Solar Projects Intern,EcoVision Energy,Renewable Energy,Kolkata,AutoCAD|Excel|Java|Research|SPSS,1 month,7000,Startup,Online
462,Content Strategist Intern,CivicLink Foundation,Media,Visakhapatnam,Content Writing|Digital Marketing|Figma|Illustrator|JavaScript|React|UI/UX,3 months,13500,Startup,Hybrid
463,Digital Governance Intern,SecureNet Systems,E-Governance,Lucknow,Illustrator|Networking|Photoshop|Power BI|Python|React|Tableau,1 month,10000,NGO,Online
464,Content Strategist Intern,CivicLink Foundation,Media,Patna,C|Digital Marketing|GST|Power BI|Research|Tableau|UI/UX,1 month,11000,Govt,Offline
465,Supply Chain Intern,UrbanRise Solutions,Logistics,Visakhapatnam,Data Entry|Excel|Illustrator|Java|Photoshop|Power BI|QGIS|SQL,2 months,14000,NGO,Online
466,Investment Research Intern,EcoVision Energy,Finance,Ahmedabad,CSS|GST|R|Research|SEO|SQL,1 month,12000,NGO,Offline
467,Policy Research Intern,MapCraft GIS,Public Policy,Noida,Content Writing|Data Entry|Excel|JavaScript|Research|SolidWorks,1 month,12500,PSU,Offline
468,Agri Research Intern (2),LexGuard Associates,Agriculture,Nagpur,C++|Excel|GST|HTML|Java|SolidWorks,3 months,13000,Startup,Offline
469,Governance Analyst Intern,PolicyWorks India,Public Policy,Bengaluru,Canva|Figma|JavaScript|QGIS|Research|SPSS|Typing,1 month,13500,Private,Hybrid
470,Field Operations Intern,GreenGrowth Initiatives,Agriculture,Kochi,CSS|Data Entry|Excel|Linux|QGIS|Research|Tableau,2 months,4000,NGO,Offline
471,Product Design Intern,MapCraft GIS,Design,Delhi,Canva|Figma|Illustrator|Networking|SQL|Tally|Typing,2 months,14000,PSU,Hybrid
472,Travel Operations Intern,Insight Finance Group,Tourism,Mumbai,AutoCAD|Content Writing|Excel|GST|Java|Photoshop|Python,3 months,13000,NGO,Hybrid
473,Academic Research Intern,Insight Finance Group,Education,Pune,C|CSS|Content Writing|Excel|Java|Linux|Research,1 month,10500,NGO,Online
474,IT Support Intern,HealthSphere Analytics,IT,Thiruvananthapuram,C++|Digital Marketing|Photoshop|R|React|SQL|Tableau,3 months,5500,Govt,Offline
475,Security Analyst Intern,AgriNova Collective,Cybersecurity,Noida,ArcGIS|AutoCAD|Linux|Networking|Python|R|React,3 months,4500,Govt,Offline
476,Agri Research Intern,DataPulse Analytics,Agriculture,Bengaluru,Content Writing|Digital Marketing|HTML|Illustrator|Research|SolidWorks,2 months,5500,NGO,Hybrid
477,Sustainability Intern,TourEase Travels,Renewable Energy,Noida,AutoCAD|Excel|R|Research|SEO|Typing,3 months,11500,Govt,Hybrid
478,Civic Tech Intern,BrightPath Designs,E-Governance,Raipur,C|C++|Photoshop|Python|SQL|Typing,1 month,4500,NGO,Offline
479,Solar Projects Intern,FutureWave Tech,Renewable Energy,Guwahati,ArcGIS|Excel|Java,2 months,5000,NGO,Offline
480,Content Strategist Intern,UrbanRise Solutions,Media,Bhopal,Canva|Content Writing|Excel|Illustrator|R|Tableau,1 month,7000,PSU,Hybrid
481,Field Operations Intern,HealthSphere Analytics,Agriculture,Chandigarh,AutoCAD|Data Entry|Excel|GST|HTML|Illustrator|SPSS|SQL|SolidWorks,2 months,12000,Private,Online
482,Solar Projects Intern,MapCraft GIS,Renewable Energy,Visakhapatnam,AutoCAD|C++|CSS|Excel|Research|Tally,2 months,14000,Govt,Online
483,Operations Intern,BrightPath Designs,Logistics,Noida,CSS|Excel|Power BI|Research|SolidWorks,1 month,15000,NGO,Hybrid
484,Travel Operations Intern,MapCraft GIS,Tourism,Remote,C++|Content Writing|Digital Marketing|GST|QGIS|R|SolidWorks,2 months,9000,Govt,Hybrid
485,Policy Research Intern,GreenGrowth Initiatives,Public Policy,Jaipur,Canva|Content Writing|Excel|Power BI|QGIS|R|Research|SolidWorks,6 months,9500,Govt,Online
486,Software Intern,EcoVision Energy,IT,Noida,ArcGIS|HTML|Illustrator|Java|Linux|QGIS|Research|Typing,1 month,6500,Private,Hybrid
487,Supply Chain Intern,CivicLink Foundation,Logistics,Indore,AutoCAD|Excel|GST|Photoshop|Power BI|SEO|SQL|Typing,6 months,4000,Startup,Online
488,Finance Analyst Intern,UrbanRise Solutions,Finance,Bhopal,AutoCAD|Excel|HTML|JavaScript|Python|SQL|Tableau,6 months,3500,Startup,Online
489,Operations Intern,Skyline Innovations,Logistics,Delhi,C|Excel|Networking|SQL|SolidWorks|Typing,3 months,7000,NGO,Offline
490,Security Analyst Intern,PolicyWorks India,Cybersecurity,Lucknow,CSS|Networking|Power BI|Python|UI/UX,6 months,8000,Govt,Offline
491,Academic Research Intern,TourEase Travels,Education,Surat,Content Writing|Excel|Python|React|Research|Typing,3 months,11000,Private,Offline
492,GIS Mapping Intern,Skyline Innovations,GIS,Indore,ArcGIS|Excel|QGIS|SEO|Tally|Typing|UI/UX,2 months,12000,Startup,Hybrid
493,Operations Intern,HealthSphere Analytics,Logistics,Remote,Excel|JavaScript|SPSS|SolidWorks,3 months,12000,PSU,Offline
494,Cyber Risk Intern,UrbanRise Solutions,Cybersecurity,Gurugram,ArcGIS|AutoCAD|Canva|Excel|JavaScript|Linux|SolidWorks,2 months,3500,Private,Offline
495,Digital Governance Intern,MapCraft GIS,E-Governance,Remote,Content Writing|HTML|Python|Research|SQL|SolidWorks|UI/UX,6 months,13500,Govt,Offline
496,Field Operations Intern,Spectrum Media House,Agriculture,Indore,ArcGIS|Content Writing|Data Entry|Illustrator|R|React|Research|SPSS,2 months,6000,Startup,Offline
497,Solar Projects Intern,LexGuard Associates,Renewable Energy,Thiruvananthapuram,ArcGIS|AutoCAD|C++|Content Writing|Power BI|Research|SolidWorks,3 months,12500,NGO,Offline
498,Operations Intern,DataPulse Analytics,Logistics,Noida,Excel|HTML|Power BI|Python|SPSS|SQL|Tableau,2 months,11500,Startup,Offline
499,Full Stack Intern,NextGen Logistics,IT,Delhi,CSS|JavaScript|Linux|Networking|Photoshop|SPSS,2 months,12500,NGO,Hybrid
500,Content Strategist Intern,EcoVision Energy,Media,Chennai,ArcGIS|AutoCAD|Canva|Content Writing|Photoshop|SEO|Tableau|Tally,6 months,14000,Startup,Online
